robot,arm,step,time,estimate_x,estimate_y,truth_x,truth_y,position_error,position_nees,coverage95,landmark_available,landmark_used,rejected,outage_age_seconds,topology_components,topology_directed_edges,clock_alignment_error
1,odometry_only,0,1248272275.518,3.4532688078986857,-3.2411313146688547,3.4532688078986857,-3.2411313146688547,0.0,0.0,True,0,0,0,0.5,4,1,0.0
1,odometry_only,1,1248272276.018,3.4532688078986857,-3.2411313146688547,3.42570532292688,-3.221945869296965,0.033583135915347784,0.1503769357211629,True,0,0,0,1.0,4,1,0.0
1,odometry_only,2,1248272276.518,3.4260546662047924,-3.221595693566246,3.3975470975976387,-3.2028662454359673,0.034109730212307024,0.09307785711301529,True,1,0,0,0.0,4,1,0.0
1,odometry_only,3,1248272277.018,3.4260546662047924,-3.221595693566246,3.3694719870126177,-3.182482641945586,0.06878539373766045,0.27036743616983155,True,0,0,0,0.5,2,3,0.0
1,odometry_only,4,1248272277.518,3.398840524510899,-3.202060072463637,3.34155083581806,-3.163576369961891,0.06901524316240101,0.21169335482786616,True,0,0,0,1.0,2,3,0.0
1,odometry_only,5,1248272278.018,3.3716263828170057,-3.1825244513610285,3.3139701786418523,-3.14493849318542,0.06882544683375165,0.17225186864399047,True,1,0,0,0.0,1,5,0.0
1,odometry_only,6,1248272278.518,3.3444122411231123,-3.1629888302584197,3.287503409503571,-3.1261338267205008,0.0678004896890967,0.141442329041022,True,0,0,0,0.5,1,5,0.0
1,odometry_only,7,1248272279.018,3.317198099429219,-3.143453209155811,3.2598221416584945,-3.10662985120289,0.06817595045935859,0.1239441052435288,True,1,0,0,0.0,1,6,0.0
1,odometry_only,8,1248272279.518,3.2899839577353256,-3.123917588053202,3.2303153687378305,-3.0852999020980967,0.07107507426291682,0.11886098750434893,True,0,0,0,0.5,1,6,0.0
1,odometry_only,9,1248272280.018,3.2627698160414322,-3.1043819669505934,3.2045844648146513,-3.06666875936192,0.06933845342961029,0.10121535533530654,True,0,0,0,1.0,1,7,0.0
1,odometry_only,10,1248272280.518,3.235555674347539,-3.0848463458479847,3.1749737209376425,-3.045950247941999,0.07199360743337485,0.09872244822658545,True,0,0,0,1.5,1,7,0.0
