robot,arm,step,time,estimate_x,estimate_y,truth_x,truth_y,position_error,position_nees,coverage95,landmark_available,landmark_used,rejected,outage_age_seconds,topology_components,topology_directed_edges,clock_alignment_error
1,odometry_only,0,1288971842.054,2.6769492,-4.8364186,2.6769492,-4.8364186,0.0,0.0,True,0,0,0,0.5,1,5,0.0
1,odometry_only,1,1288971842.554,2.6769492,-4.8364186,2.6769325,-4.836456056245809,4.101049073236222e-05,3.540758631808774e-08,True,2,0,0,0.0,1,5,0.0
1,odometry_only,2,1288971843.054,2.6769492,-4.8364186,2.67694105994278,-4.836453579995232,3.591462930305817e-05,1.3944438897038751e-08,True,2,0,0,0.0,1,5,0.0
1,odometry_only,3,1288971843.554,2.6769492,-4.8364186,2.6769370713662917,-4.836457928654144,4.115637001017507e-05,1.2318885763014094e-08,True,2,0,0,0.0,1,5,0.0
1,odometry_only,4,1288971844.054,2.6769492,-4.8364186,2.6769012998410555,-4.836451113246444,5.789245565030527e-05,1.836458312998664e-08,True,2,0,0,0.0,1,5,0.0
1,odometry_only,5,1288971844.554,2.6769492,-4.8364186,2.676930366612096,-4.83647726662799,6.161549918406489e-05,1.6687779075610994e-08,True,1,0,0,0.0,1,5,0.0
1,odometry_only,6,1288971845.054,2.6769492,-4.8364186,2.6769420124856578,-4.8365393687493485,0.00012098244162533507,5.371284837294536e-08,True,3,0,0,0.0,1,6,0.0
1,odometry_only,7,1288971845.554,2.6769492,-4.8364186,2.676937538794405,-4.836521538873877,0.00010359727540367743,3.3802820381308316e-08,True,2,0,0,0.0,1,6,0.0
1,odometry_only,8,1288971846.054,2.6769492,-4.8364186,2.6769175125169498,-4.836485587506892,7.410413390382143e-05,1.5148752170028956e-08,True,1,0,0,0.0,1,6,0.0
1,odometry_only,9,1288971846.554,2.6769492,-4.8364186,2.6769094175644783,-4.836531593903483,0.00011979258908761828,3.5215372761509117e-08,True,2,0,0,0.0,1,6,0.0
1,odometry_only,10,1288971847.054,2.6769492,-4.8364186,2.6769420776410286,-4.836595749694128,0.0001772928146513265,6.946462348505993e-08,True,2,0,0,0.0,1,6,0.0
1,odometry_only,11,1288971847.554,2.6769492,-4.8364186,2.6769681875499196,-4.8365644000119214,0.00014703118896423187,4.3453609101981236e-08,True,2,0,0,0.0,1,6,0.0
1,odometry_only,12,1288971848.054,2.6769492,-4.8364186,2.6769837000190737,-4.836549433359824,0.00013530565161504226,3.37467637953386e-08,True,3,0,0,0.0,1,6,0.0
1,odometry_only,13,1288971848.554,2.6769492,-4.8364186,2.6769567000178816,-4.836526524971315,0.00010818525639684497,1.9921786726214612e-08,True,2,0,0,0.0,1,6,0.0
1,odometry_only,14,1288971849.054,2.6769492,-4.8364186,2.6769106,-4.8365499,0.00013685631150927557,2.9612094861539734e-08,True,2,0,0,0.0,1,6,0.0
1,odometry_only,15,1288971849.554,2.6769492,-4.8364186,2.676900249937414,-4.836580224915062,0.00016887487023249323,4.209405431150027e-08,True,1,0,0,0.0,1,6,0.0
1,odometry_only,16,1288971850.054,2.6769492,-4.8364186,2.6769668867056615,-4.836615280045777,0.0001974736943594022,5.397350860062367e-08,True,2,0,0,0.0,1,6,0.0
1,odometry_only,17,1288971850.554,2.6769492,-4.8364186,2.6769174799698003,-4.836609680017484,0.00019369494933440092,4.888304025753243e-08,True,1,0,0,0.0,1,6,0.0
1,odometry_only,18,1288971851.054,2.6769492,-4.8364186,2.676958486691568,-4.836595626648653,0.00017727006790082658,3.86765255059245e-08,True,2,0,0,0.0,1,6,0.0
1,odometry_only,19,1288971851.554,2.6769492,-4.8364186,2.6768969000635776,-4.836572033290948,0.000162101999126965,3.0643799557969155e-08,True,3,0,0,0.0,1,6,0.0
1,odometry_only,20,1288971852.054,2.6769492,-4.8364186,2.6769342,-4.8366462,0.0002280937526541564,5.7647379501224896e-08,True,2,0,0,0.0,1,6,0.0
1,odometry_only,21,1288971852.554,2.6769492,-4.8364186,2.6769296428474116,-4.83665542859446,0.0002376347309868484,5.959922466616548e-08,True,2,0,0,0.0,1,6,0.0
1,odometry_only,22,1288971853.054,2.6769492,-4.8364186,2.6769247,-4.8366313,0.00021410637543019237,4.6187949622019614e-08,True,2,0,0,0.0,2,4,0.0
1,odometry_only,23,1288971853.554,2.6769492,-4.8364186,2.6769129334022095,-4.836615733386315,0.00020044160774514378,3.8724663243815e-08,True,2,0,0,0.0,2,4,0.0
1,odometry_only,24,1288971854.054,2.6769492,-4.8364186,2.676895553351347,-4.836637340017484,0.00022522246371225752,4.68592685086551e-08,True,2,0,0,0.0,2,4,0.0
1,odometry_only,25,1288971854.554,2.6769492,-4.8364186,2.6768922748960646,-4.836666224987707,0.0002540838483549579,5.725818358746361e-08,True,2,0,0,0.0,2,4,0.0
1,odometry_only,26,1288971855.054,2.6769492,-4.8364186,2.6769035230642264,-4.836664730774309,0.0002503332589245737,5.344711345313235e-08,True,3,0,0,0.0,1,5,0.0
1,odometry_only,27,1288971855.554,2.6769492,-4.8364186,2.6769447646606737,-4.836676005894563,0.0002574441042063634,5.4437344386543635e-08,True,2,0,0,0.0,1,5,0.0
1,odometry_only,28,1288971856.054,2.6769492,-4.8364186,2.676935699928475,-4.83664883331638,0.0002306287750962346,4.213040150684323e-08,True,2,0,0,0.0,1,5,0.0
1,odometry_only,29,1288971856.554,2.6769492,-4.8364186,2.676922372196614,-4.8366410221409835,0.0002240342380846597,3.8387257999368253e-08,True,2,0,0,0.0,1,5,0.0
1,odometry_only,30,1288971857.054,2.6769492,-4.8364186,2.676961015788285,-4.836633831587863,0.00021555567556200418,3.435434326579816e-08,True,2,0,0,0.0,1,5,0.0
1,odometry_only,31,1288971857.554,2.6769492,-4.8364186,2.6769197334300245,-4.836625977787491,0.00020946079702574823,3.139450840118906e-08,True,2,0,0,0.0,1,6,0.0
1,odometry_only,32,1288971858.054,2.6769492,-4.8364186,2.6769397883777684,-4.836641029464398,0.00022262849158521594,3.435940746309086e-08,True,3,0,0,0.0,1,6,0.0
1,odometry_only,33,1288971858.554,2.6769492,-4.8364186,2.676889327199428,-4.836605063625724,0.00019584033283882046,2.578382249843361e-08,True,2,0,0,0.0,1,6,0.0
1,odometry_only,34,1288971859.054,2.6769492,-4.8364186,2.676896989857664,-4.83658864005436,0.0001778750096258022,2.0645689428632452e-08,True,2,0,0,0.0,1,6,0.0
1,odometry_only,35,1288971859.554,2.6769492,-4.8364186,2.6769239061988706,-4.836589462551967,0.0001727246017230872,1.8912068488367105e-08,True,1,0,0,0.0,1,6,0.0
1,odometry_only,36,1288971860.054,2.6769492,-4.8364186,2.676893159965032,-4.836542653252802,0.0001361238224922934,1.1420459198713964e-08,True,4,0,0,0.0,1,6,0.0
