robot,arm,step,time,estimate_x,estimate_y,truth_x,truth_y,position_error,position_nees,coverage95,landmark_available,landmark_used,rejected,outage_age_seconds,topology_components,topology_directed_edges,clock_alignment_error
1,bounded_constant_velocity,0,1248272275.518,3.4532688078986857,-3.2411313146688547,3.4532688078986857,-3.2411313146688547,0.0,0.0,True,0,0,0,0.5,4,1,0.0
1,bounded_constant_velocity,1,1248272276.018,3.4532688078986857,-3.2411313146688547,3.42570532292688,-3.221945869296965,0.033583135915347784,0.1503769357211629,True,0,0,0,1.0,4,1,0.0
1,bounded_constant_velocity,2,1248272276.518,3.4418865931573723,-3.2393519658009726,3.3975470975976387,-3.2028662454359673,0.057421238727887076,0.36498382366723175,True,1,1,0,0.0,4,1,0.4799997806549072
1,bounded_constant_velocity,3,1248272277.018,3.4418865931573723,-3.2393519658009726,3.3694719870126177,-3.182482641945586,0.09207602933917598,0.6043154486642068,True,0,0,0,0.5,2,3,0.0
1,bounded_constant_velocity,4,1248272277.518,3.414583635858597,-3.2199406669587716,3.34155083581806,-3.163576369961891,0.0922535845250125,0.4472893662957078,True,0,0,0,1.0,2,3,0.0
1,bounded_constant_velocity,5,1248272278.018,3.388156240380706,-3.208103580518475,3.3139701786418523,-3.14493849318542,0.09743408035237718,0.6850136260512433,True,1,1,0,0.0,1,5,0.24499988555908203
1,bounded_constant_velocity,6,1248272278.518,3.3607718630611383,-3.1888073145890377,3.287503409503571,-3.1261338267205008,0.09641697137083811,0.49278091786701983,True,0,0,0,0.5,1,5,0.0
1,bounded_constant_velocity,7,1248272279.018,3.331144583090201,-3.1625998907752857,3.2598221416584945,-3.10662985120289,0.09066165662238244,0.5973109795438946,True,1,1,0,0.0,1,6,0.048999786376953125
1,bounded_constant_velocity,8,1248272279.518,3.3038210741623693,-3.143217531273133,3.2303153687378305,-3.0852999020980967,0.09358173165322427,0.4666179870161009,True,0,0,0,0.5,1,6,0.0
1,bounded_constant_velocity,9,1248272280.018,3.2764975652345374,-3.1238351717709802,3.2045844648146513,-3.06666875936192,0.09186671170627247,0.35495042759092665,True,0,0,0,1.0,1,7,0.0
1,bounded_constant_velocity,10,1248272280.518,3.2491740563067055,-3.1044528122688275,3.1749737209376425,-3.045950247941999,0.09448936343153205,0.31029416714100366,True,0,0,0,1.5,1,7,0.0
1,bounded_constant_velocity,11,1248272281.018,3.227076706850597,-3.084676449319046,3.1477509825846814,-3.0270002826953752,0.09807706524317238,0.8775688193049844,True,3,2,0,0.0,1,7,0.2639998197555542
1,bounded_constant_velocity,12,1248272281.518,3.2003837605278926,-3.0591631432777944,3.120966560364223,-3.0079182239439084,0.09451525506167154,0.8360348360126002,True,1,1,0,0.0,1,7,0.2929999828338623
1,bounded_constant_velocity,13,1248272282.018,3.2003837605278926,-3.0591631432777944,3.0937058376082107,-2.9888584903026207,0.12776119703735242,1.040645904021484,True,0,0,0,0.5,1,7,0.0
1,bounded_constant_velocity,14,1248272282.518,3.1681900465344306,-3.013807148544504,3.0656713914703695,-2.9695247256823514,0.11167366569915421,0.9698083286160395,True,1,1,0,0.0,1,7,0.13699984550476074
1,bounded_constant_velocity,15,1248272283.018,3.12227627136098,-3.006984630463085,3.0371809221087527,-2.951047690447375,0.1018339811785817,0.9083348923457859,True,1,1,0,0.0,1,7,0.1789999008178711
1,bounded_constant_velocity,16,1248272283.518,3.0890596716984193,-2.9871800279959326,3.004823630381058,-2.932621212008879,0.100361222883788,0.924458071999601,True,1,1,0,0.0,1,7,0.21799993515014648
1,bounded_constant_velocity,17,1248272284.018,3.0721990718289556,-2.9310724528742598,2.9778643130675917,-2.916746952207356,0.09541628100026842,0.7493554369539915,True,1,1,0,0.0,1,7,0.031999826431274414
1,bounded_constant_velocity,18,1248272284.518,3.038383447270161,-2.9148627787350727,2.948848228263288,-2.9033168083960543,0.09027660202775781,0.4582495186160114,True,0,0,0,0.5,1,7,0.0
1,bounded_constant_velocity,19,1248272285.018,3.003811661482776,-2.9031563007219736,2.9187975478600796,-2.8929067097319816,0.08562974734585428,0.3153926543396752,True,4,0,2,0.0,1,7,0.2324998378753662
1,bounded_constant_velocity,20,1248272285.518,2.9711154111915383,-2.895862110095678,2.885360273830757,-2.885879813601762,0.08633417531348118,0.26039707142893226,True,3,0,2,0.0,1,7,0.2704998254776001
1,bounded_constant_velocity,21,1248272286.018,2.9384191609003008,-2.8885679194693825,2.855549326020526,-2.8803814737893623,0.08327320953267654,0.2032000203654832,True,0,0,0,0.5,1,7,0.0
1,bounded_constant_velocity,22,1248272286.518,2.905722910609063,-2.881273728843087,2.819271708622518,-2.8735882498072103,0.08679214776078145,0.19076845039839416,True,2,0,2,0.0,2,6,0.33899986743927
1,bounded_constant_velocity,23,1248272287.018,2.905722910609063,-2.881273728843087,2.7865314456539507,-2.8677932672615802,0.11995135748542524,0.3248695329963458,True,2,0,2,0.0,2,6,0.36699986457824707
1,bounded_constant_velocity,24,1248272287.518,2.7689071968571075,-2.8670963640461737,2.7524526031888352,-2.8615727509455815,0.0173569569473736,0.015175016740213597,True,2,1,1,0.0,2,6,0.2779998779296875
1,bounded_constant_velocity,25,1248272288.018,2.7389865727340554,-2.861179755888873,2.7197871070719,-2.855560749904065,0.020004817169111927,0.01578235181476871,True,1,0,1,0.0,2,6,0.30699992179870605
1,bounded_constant_velocity,26,1248272288.518,2.7090659486110034,-2.8552631477315726,2.687595750698448,-2.8494172316279185,0.022251834384950552,0.016104322447116046,True,1,0,1,0.0,2,5,0.33699989318847656
1,bounded_constant_velocity,27,1248272289.018,2.6801263285575594,-2.8495405267269702,2.6547809,-2.8436568,0.026019396398917642,0.018615259905189478,True,1,0,1,0.0,2,5,0.12899994850158691
1,bounded_constant_velocity,28,1248272289.518,2.6379431535644042,-2.84119907916094,2.624461199325619,-2.83817235387386,0.013817530751192582,0.004580217019286989,True,1,0,1,0.0,1,6,0.15699982643127441
1,bounded_constant_velocity,29,1248272290.018,2.6379431535644042,-2.84119907916094,2.596110291278004,-2.8320907103407738,0.04281297408072834,0.03910518461863665,True,2,0,2,0.0,1,6,0.3089998960494995
1,bounded_constant_velocity,30,1248272290.518,2.5982414875803954,-2.8246830954453332,2.5684466684487006,-2.824565833999841,0.0297950498797536,0.01608768234852497,True,2,0,2,0.0,1,5,0.34499990940093994
1,bounded_constant_velocity,31,1248272291.018,2.5982414875803954,-2.8246830954453332,2.5414648074812876,-2.81633968520504,0.05738644349943862,0.0568198778006043,True,3,0,2,0.0,2,4,0.38049983978271484
1,bounded_constant_velocity,32,1248272291.518,2.576269220308438,-2.8098685933973506,2.5339244547426043,-2.813075825564096,0.04246605125269866,0.027093085691309467,True,1,0,1,0.0,2,4,0.07399988174438477
1,bounded_constant_velocity,33,1248272292.018,2.576269220308438,-2.8098685933973506,2.508604889183356,-2.802222728409376,0.06809494076669062,0.06775116836639376,True,1,0,1,0.0,2,4,0.3429999351501465
1,bounded_constant_velocity,34,1248272292.518,2.543103533860201,-2.787507080872094,2.4848646045656966,-2.7881374022615613,0.05824234018670855,0.04516019458174505,True,0,0,0,0.5,3,3,0.0
1,bounded_constant_velocity,35,1248272293.018,2.543103533860201,-2.787507080872094,2.460825178623042,-2.774766860649965,0.08325887911712751,0.08923108451126519,True,0,0,0,1.0,3,3,0.0
1,bounded_constant_velocity,36,1248272293.518,2.5251509798633043,-2.7701086382697087,2.4362629017324964,-2.756334216175263,0.08994901410145954,0.09806658691130293,True,0,0,0,1.5,3,3,0.0
1,bounded_constant_velocity,37,1248272294.018,2.499299302107773,-2.7450548809222735,2.415750475001192,-2.739982791529842,0.08370264393488519,0.07923266515825224,True,0,0,0,2.0,3,3,0.0
1,bounded_constant_velocity,38,1248272294.518,2.4766916675498214,-2.7189944730264997,2.3915092980694954,-2.7177999366312218,0.08519074472900454,0.07748966955967192,True,0,0,0,2.5,3,2,0.0
1,bounded_constant_velocity,39,1248272295.018,2.4766916675498214,-2.7189944730264997,2.366400363720287,-2.6929438637274394,0.11332610442996348,0.13356369246438665,True,0,0,0,3.0,3,2,0.0
1,bounded_constant_velocity,40,1248272295.518,2.4553240366846194,-2.692547840892928,2.341429868229807,-2.6659359988101357,0.11696183884948406,0.1354725098411049,True,0,0,0,3.5,3,3,0.0
1,bounded_constant_velocity,41,1248272296.018,2.4553240366846194,-2.692547840892928,2.317130819013201,-2.6406899728253777,0.1476028586812989,0.2075661579276919,True,0,0,0,4.0,3,3,0.0
1,bounded_constant_velocity,42,1248272296.518,2.436303422898851,-2.6680689468980465,2.305503872918979,-2.627674693846344,0.13689491573664092,0.16993610056736175,True,0,0,0,4.5,3,3,0.0
1,bounded_constant_velocity,43,1248272297.018,2.397571806384123,-2.6461413232913698,2.2974889238829284,-2.6158464128458094,0.10456751392594395,0.2413285524849424,True,1,1,0,0.0,3,3,0.4739999771118164
